ST.Date.H,A_Win.speed,A_Occurrence,B_ST.Date.H,B_Win.speed,B_Occurrence,C_ST.Date.H,C_Win.speed,C_Occurrence,D_ST.Date.H,D_Win.speed,D_Occurrence
SM4-A.2024-06-03 05:00:00,0.78,8,SM4-B.2024-06-03 05:00:00,0.46,7,SM4-C.2024-06-03 05:00:00,0.08,0,SM4-D.2024-06-03 05:00:00,1.43,2
SM4-A.2024-06-03 06:00:00,0.83,0,SM4-B.2024-06-03 06:00:00,0.19,0,SM4-C.2024-06-03 06:00:00,0.18,0,SM4-D.2024-06-03 06:00:00,1.53,0
SM4-A.2024-06-03 07:00:00,0.18,0,SM4-B.2024-06-03 07:00:00,0.02,0,SM4-C.2024-06-03 07:00:00,0.1,0,SM4-D.2024-06-03 07:00:00,0.76,0
SM4-A.2024-06-03 08:00:00,0.87,0,SM4-B.2024-06-03 08:00:00,0.35,0,SM4-C.2024-06-03 08:00:00,0.08,0,SM4-D.2024-06-03 08:00:00,0.97,0
SM4-A.2024-06-03 09:00:00,0.98,0,SM4-B.2024-06-03 09:00:00,0.61,0,SM4-C.2024-06-03 09:00:00,0.59,0,SM4-D.2024-06-03 09:00:00,1.3,0
SM4-A.2024-06-03 10:00:00,3.02,0,SM4-B.2024-06-03 10:00:00,3.55,0,SM4-C.2024-06-03 10:00:00,2.62,0,SM4-D.2024-06-03 10:00:00,4.06,0
SM4-A.2024-06-03 11:00:00,5.98,0,SM4-B.2024-06-03 11:00:00,6.87,0,SM4-C.2024-06-03 11:00:00,4.63,0,SM4-D.2024-06-03 11:00:00,5.92,0
SM4-A.2024-06-03 12:00:00,8.26,0,SM4-B.2024-06-03 12:00:00,8.72,0,SM4-C.2024-06-03 12:00:00,7.51,0,SM4-D.2024-06-03 12:00:00,6.75,0
SM4-A.2024-06-03 13:00:00,8.89,0,SM4-B.2024-06-03 13:00:00,8.53,0,SM4-C.2024-06-03 13:00:00,8.12,0,SM4-D.2024-06-03 13:00:00,7.06,0
SM4-A.2024-06-03 14:00:00,7.8,0,SM4-B.2024-06-03 14:00:00,6.59,0,SM4-C.2024-06-03 14:00:00,4.13,0,SM4-D.2024-06-03 14:00:00,4.73,0
SM4-A.2024-06-03 15:00:00,4.59,0,SM4-B.2024-06-03 15:00:00,2.32,0,SM4-C.2024-06-03 15:00:00,1.22,0,SM4-D.2024-06-03 15:00:00,1.99,0
SM4-A.2024-06-03 16:00:00,3.92,0,SM4-B.2024-06-03 16:00:00,2.56,0,SM4-C.2024-06-03 16:00:00,1.74,0,SM4-D.2024-06-03 16:00:00,4.4,0
SM4-A.2024-06-03 17:00:00,1.82,1,SM4-B.2024-06-03 17:00:00,2.04,0,SM4-C.2024-06-03 17:00:00,1.3,1,SM4-D.2024-06-03 17:00:00,3.87,0
SM4-A.2024-06-03 18:00:00,0.44,114,SM4-B.2024-06-03 18:00:00,0.97,117,SM4-C.2024-06-03 18:00:00,0.55,82,SM4-D.2024-06-03 18:00:00,2.36,92
SM4-A.2024-06-03 19:00:00,0.3,95,SM4-B.2024-06-03 19:00:00,0.18,147,SM4-C.2024-06-03 19:00:00,0.76,130,SM4-D.2024-06-03 19:00:00,0.33,93
SM4-A.2024-06-03 20:00:00,0.71,42,SM4-B.2024-06-03 20:00:00,0.73,62,SM4-C.2024-06-03 20:00:00,0.13,35,SM4-D.2024-06-03 20:00:00,1.85,40
SM4-A.2024-06-03 21:00:00,0.24,32,SM4-B.2024-06-03 21:00:00,0.3,165,SM4-C.2024-06-03 21:00:00,0.51,20,SM4-D.2024-06-03 21:00:00,1.36,14
SM4-A.2024-06-03 22:00:00,0.14,70,SM4-B.2024-06-03 22:00:00,0.37,85,SM4-C.2024-06-03 22:00:00,0.49,13,SM4-D.2024-06-03 22:00:00,1.85,11
SM4-A.2024-06-03 23:00:00,0.16,82,SM4-B.2024-06-03 23:00:00,0.48,20,SM4-C.2024-06-03 23:00:00,0.38,33,SM4-D.2024-06-03 23:00:00,1.15,11
SM4-A.2024-06-04,0.63,24,SM4-B.2024-06-04,1,6,SM4-C.2024-06-04,0.95,38,SM4-D.2024-06-04,1.98,16
SM4-A.2024-06-04 01:00:00,1.3,30,SM4-B.2024-06-04 01:00:00,1.16,24,SM4-C.2024-06-04 01:00:00,0.92,41,SM4-D.2024-06-04 01:00:00,2.7,16
SM4-A.2024-06-04 02:00:00,1.72,33,SM4-B.2024-06-04 02:00:00,1.86,11,SM4-C.2024-06-04 02:00:00,0.46,10,SM4-D.2024-06-04 02:00:00,3.14,35
SM4-A.2024-06-04 03:00:00,0.61,27,SM4-B.2024-06-04 03:00:00,0.49,15,SM4-C.2024-06-04 03:00:00,0.99,25,SM4-D.2024-06-04 03:00:00,1.75,49
SM4-A.2024-06-04 04:00:00,1.28,62,SM4-B.2024-06-04 04:00:00,1.82,120,SM4-C.2024-06-04 04:00:00,0.98,151,SM4-D.2024-06-04 04:00:00,2.99,100
SM4-A.2024-06-04 05:00:00,0.53,10,SM4-B.2024-06-04 05:00:00,0.26,2,SM4-C.2024-06-04 05:00:00,0.06,3,SM4-D.2024-06-04 05:00:00,0.54,1
SM4-A.2024-06-04 06:00:00,0.03,0,SM4-B.2024-06-04 06:00:00,0.1,0,SM4-C.2024-06-04 06:00:00,0.1,0,SM4-D.2024-06-04 06:00:00,0.47,0
SM4-A.2024-06-04 07:00:00,0.1,0,SM4-B.2024-06-04 07:00:00,0.11,0,SM4-C.2024-06-04 07:00:00,0.3,0,SM4-D.2024-06-04 07:00:00,1.34,0
SM4-A.2024-06-04 08:00:00,0.8,0,SM4-B.2024-06-04 08:00:00,0.71,0,SM4-C.2024-06-04 08:00:00,0.24,0,SM4-D.2024-06-04 08:00:00,1.02,0
SM4-A.2024-06-04 09:00:00,4.67,0,SM4-B.2024-06-04 09:00:00,5.57,0,SM4-C.2024-06-04 09:00:00,1.99,0,SM4-D.2024-06-04 09:00:00,5.48,0
SM4-A.2024-06-04 10:00:00,6.07,0,SM4-B.2024-06-04 10:00:00,6.77,0,SM4-C.2024-06-04 10:00:00,2.97,0,SM4-D.2024-06-04 10:00:00,6.21,0
SM4-A.2024-06-04 11:00:00,7.48,0,SM4-B.2024-06-04 11:00:00,8.31,0,SM4-C.2024-06-04 11:00:00,5.63,0,SM4-D.2024-06-04 11:00:00,6.56,0
SM4-A.2024-06-04 12:00:00,8.81,0,SM4-B.2024-06-04 12:00:00,8.99,0,SM4-C.2024-06-04 12:00:00,7.85,0,SM4-D.2024-06-04 12:00:00,7.12,0
SM4-A.2024-06-04 13:00:00,9.69,0,SM4-B.2024-06-04 13:00:00,9.89,0,SM4-C.2024-06-04 13:00:00,8.84,0,SM4-D.2024-06-04 13:00:00,7.41,0
SM4-A.2024-06-04 14:00:00,10.14,0,SM4-B.2024-06-04 14:00:00,9.87,0,SM4-C.2024-06-04 14:00:00,9.78,0,SM4-D.2024-06-04 14:00:00,7.81,0
SM4-A.2024-06-04 15:00:00,11.35,0,SM4-B.2024-06-04 15:00:00,11.11,0,SM4-C.2024-06-04 15:00:00,10.48,0,SM4-D.2024-06-04 15:00:00,8.53,0
SM4-A.2024-06-04 16:00:00,11.83,0,SM4-B.2024-06-04 16:00:00,11.35,0,SM4-C.2024-06-04 16:00:00,10.39,0,SM4-D.2024-06-04 16:00:00,8.74,0
SM4-A.2024-06-04 17:00:00,9.54,0,SM4-B.2024-06-04 17:00:00,9.7,0,SM4-C.2024-06-04 17:00:00,8.96,0,SM4-D.2024-06-04 17:00:00,7.42,0
SM4-A.2024-06-04 18:00:00,7.65,18,SM4-B.2024-06-04 18:00:00,8.64,19,SM4-C.2024-06-04 18:00:00,8.04,20,SM4-D.2024-06-04 18:00:00,6.96,48
SM4-A.2024-06-04 19:00:00,6.74,30,SM4-B.2024-06-04 19:00:00,7.27,14,SM4-C.2024-06-04 19:00:00,7.32,20,SM4-D.2024-06-04 19:00:00,6.1,9
SM4-A.2024-06-04 20:00:00,6.22,5,SM4-B.2024-06-04 20:00:00,6.74,9,SM4-C.2024-06-04 20:00:00,6.97,13,SM4-D.2024-06-04 20:00:00,5.47,8
SM4-A.2024-06-04 21:00:00,7.56,3,SM4-B.2024-06-04 21:00:00,8.05,3,SM4-C.2024-06-04 21:00:00,7.55,4,SM4-D.2024-06-04 21:00:00,7.72,1
SM4-A.2024-06-04 22:00:00,7.52,1,SM4-B.2024-06-04 22:00:00,7.37,1,SM4-C.2024-06-04 22:00:00,8.73,0,SM4-D.2024-06-04 22:00:00,7.87,0
SM4-A.2024-06-04 23:00:00,5.84,3,SM4-B.2024-06-04 23:00:00,6.09,3,SM4-C.2024-06-04 23:00:00,8.01,0,SM4-D.2024-06-04 23:00:00,6.93,3
SM4-A.2024-06-05,6.06,2,SM4-B.2024-06-05,5.56,2,SM4-C.2024-06-05,7.83,0,SM4-D.2024-06-05,5.8,3
SM4-A.2024-06-05 01:00:00,6.73,3,SM4-B.2024-06-05 01:00:00,6.49,21,SM4-C.2024-06-05 01:00:00,8.33,0,SM4-D.2024-06-05 01:00:00,6.24,3
SM4-A.2024-06-05 02:00:00,5.06,2,SM4-B.2024-06-05 02:00:00,4.59,42,SM4-C.2024-06-05 02:00:00,8.64,0,SM4-D.2024-06-05 02:00:00,6.79,19
SM4-A.2024-06-05 03:00:00,4.44,12,SM4-B.2024-06-05 03:00:00,3.94,39,SM4-C.2024-06-05 03:00:00,7.38,4,SM4-D.2024-06-05 03:00:00,5.76,52
SM4-A.2024-06-05 04:00:00,4.28,44,SM4-B.2024-06-05 04:00:00,3.71,62,SM4-C.2024-06-05 04:00:00,6.75,29,SM4-D.2024-06-05 04:00:00,5.58,82
SM4-A.2024-06-05 05:00:00,4.55,9,SM4-B.2024-06-05 05:00:00,4.73,6,SM4-C.2024-06-05 05:00:00,5.86,4,SM4-D.2024-06-05 05:00:00,5.11,0
SM4-A.2024-06-05 06:00:00,4.67,0,SM4-B.2024-06-05 06:00:00,5,0,SM4-C.2024-06-05 06:00:00,5.53,0,SM4-D.2024-06-05 06:00:00,5.59,0
SM4-A.2024-06-05 07:00:00,5.89,0,SM4-B.2024-06-05 07:00:00,6.63,0,SM4-C.2024-06-05 07:00:00,6.86,0,SM4-D.2024-06-05 07:00:00,6.33,0
SM4-A.2024-06-05 08:00:00,8.54,0,SM4-B.2024-06-05 08:00:00,9.13,0,SM4-C.2024-06-05 08:00:00,8.93,0,SM4-D.2024-06-05 08:00:00,7.67,0
SM4-A.2024-06-05 09:00:00,8.37,0,SM4-B.2024-06-05 09:00:00,8.91,0,SM4-C.2024-06-05 09:00:00,8.55,0,SM4-D.2024-06-05 09:00:00,8.33,0
SM4-A.2024-06-05 10:00:00,10.2,0,SM4-B.2024-06-05 10:00:00,10.2,0,SM4-C.2024-06-05 10:00:00,9.48,0,SM4-D.2024-06-05 10:00:00,9.88,0
SM4-A.2024-06-05 11:00:00,12.46,0,SM4-B.2024-06-05 11:00:00,12.05,0,SM4-C.2024-06-05 11:00:00,11.48,0,SM4-D.2024-06-05 11:00:00,10.38,0
SM4-A.2024-06-05 12:00:00,13.06,0,SM4-B.2024-06-05 12:00:00,12.8,0,SM4-C.2024-06-05 12:00:00,11.56,0,SM4-D.2024-06-05 12:00:00,11.28,0
SM4-A.2024-06-05 13:00:00,13.52,0,SM4-B.2024-06-05 13:00:00,13.09,0,SM4-C.2024-06-05 13:00:00,11.38,0,SM4-D.2024-06-05 13:00:00,11.43,0
SM4-A.2024-06-05 14:00:00,13.57,0,SM4-B.2024-06-05 14:00:00,13.17,0,SM4-C.2024-06-05 14:00:00,12.61,0,SM4-D.2024-06-05 14:00:00,12.22,0
SM4-A.2024-06-05 15:00:00,11.96,0,SM4-B.2024-06-05 15:00:00,12.1,0,SM4-C.2024-06-05 15:00:00,11.22,0,SM4-D.2024-06-05 15:00:00,11.18,0
SM4-A.2024-06-05 16:00:00,8.92,0,SM4-B.2024-06-05 16:00:00,8.76,0,SM4-C.2024-06-05 16:00:00,9.63,0,SM4-D.2024-06-05 16:00:00,8.28,0
SM4-A.2024-06-05 17:00:00,7.12,0,SM4-B.2024-06-05 17:00:00,6.74,0,SM4-C.2024-06-05 17:00:00,7.51,0,SM4-D.2024-06-05 17:00:00,7.13,0
SM4-A.2024-06-05 18:00:00,4.28,45,SM4-B.2024-06-05 18:00:00,4.95,24,SM4-C.2024-06-05 18:00:00,5.24,34,SM4-D.2024-06-05 18:00:00,4.97,46
SM4-A.2024-06-05 19:00:00,6.71,15,SM4-B.2024-06-05 19:00:00,6.94,24,SM4-C.2024-06-05 19:00:00,6.72,58,SM4-D.2024-06-05 19:00:00,6.24,16
SM4-A.2024-06-05 20:00:00,6.89,4,SM4-B.2024-06-05 20:00:00,6.45,2,SM4-C.2024-06-05 20:00:00,6.05,8,SM4-D.2024-06-05 20:00:00,5.8,3
SM4-A.2024-06-05 21:00:00,4.29,9,SM4-B.2024-06-05 21:00:00,5.27,7,SM4-C.2024-06-05 21:00:00,5.51,2,SM4-D.2024-06-05 21:00:00,5.02,2
SM4-A.2024-06-05 22:00:00,4.49,16,SM4-B.2024-06-05 22:00:00,4.86,13,SM4-C.2024-06-05 22:00:00,4.53,11,SM4-D.2024-06-05 22:00:00,5.15,0
SM4-A.2024-06-05 23:00:00,5.8,2,SM4-B.2024-06-05 23:00:00,6.39,2,SM4-C.2024-06-05 23:00:00,5.97,7,SM4-D.2024-06-05 23:00:00,5.99,0
SM4-A.2024-06-06,5.8,1,SM4-B.2024-06-06,6.88,1,SM4-C.2024-06-06,6.42,2,SM4-D.2024-06-06,6.68,1
SM4-A.2024-06-06 01:00:00,5.46,3,SM4-B.2024-06-06 01:00:00,6.5,1,SM4-C.2024-06-06 01:00:00,6.83,1,SM4-D.2024-06-06 01:00:00,6.54,3
SM4-A.2024-06-06 02:00:00,5.65,4,SM4-B.2024-06-06 02:00:00,6.32,1,SM4-C.2024-06-06 02:00:00,7.4,0,SM4-D.2024-06-06 02:00:00,6.23,11
SM4-A.2024-06-06 03:00:00,5.55,6,SM4-B.2024-06-06 03:00:00,5.48,11,SM4-C.2024-06-06 03:00:00,7.94,1,SM4-D.2024-06-06 03:00:00,5.48,11
SM4-A.2024-06-06 04:00:00,5,22,SM4-B.2024-06-06 04:00:00,5.91,30,SM4-C.2024-06-06 04:00:00,6.9,18,SM4-D.2024-06-06 04:00:00,5.85,32
SM4-A.2024-06-06 05:00:00,3.73,8,SM4-B.2024-06-06 05:00:00,4.4,7,SM4-C.2024-06-06 05:00:00,3.91,7,SM4-D.2024-06-06 05:00:00,5.11,0
SM4-A.2024-06-06 06:00:00,1.82,0,SM4-B.2024-06-06 06:00:00,4.39,0,SM4-C.2024-06-06 06:00:00,0.83,0,SM4-D.2024-06-06 06:00:00,4.23,0
SM4-A.2024-06-06 07:00:00,1.99,0,SM4-B.2024-06-06 07:00:00,2.37,0,SM4-C.2024-06-06 07:00:00,0.12,0,SM4-D.2024-06-06 07:00:00,2.5,0
SM4-A.2024-06-06 08:00:00,0.91,0,SM4-B.2024-06-06 08:00:00,1.89,0,SM4-C.2024-06-06 08:00:00,0.65,0,SM4-D.2024-06-06 08:00:00,3.15,0
SM4-A.2024-06-06 09:00:00,5.15,0,SM4-B.2024-06-06 09:00:00,6.6,0,SM4-C.2024-06-06 09:00:00,3.28,0,SM4-D.2024-06-06 09:00:00,5.99,0
SM4-A.2024-06-06 10:00:00,5.97,0,SM4-B.2024-06-06 10:00:00,6.82,0,SM4-C.2024-06-06 10:00:00,4.84,0,SM4-D.2024-06-06 10:00:00,6.01,0
SM4-A.2024-06-06 11:00:00,7.61,0,SM4-B.2024-06-06 11:00:00,7.9,0,SM4-C.2024-06-06 11:00:00,6.53,0,SM4-D.2024-06-06 11:00:00,6.24,0
SM4-A.2024-06-06 12:00:00,8.31,0,SM4-B.2024-06-06 12:00:00,8.22,0,SM4-C.2024-06-06 12:00:00,7.82,0,SM4-D.2024-06-06 12:00:00,6.58,0
SM4-A.2024-06-06 13:00:00,7.99,0,SM4-B.2024-06-06 13:00:00,8,0,SM4-C.2024-06-06 13:00:00,8.28,0,SM4-D.2024-06-06 13:00:00,6.75,0
SM4-A.2024-06-06 14:00:00,8.23,0,SM4-B.2024-06-06 14:00:00,8.62,0,SM4-C.2024-06-06 14:00:00,8.07,0,SM4-D.2024-06-06 14:00:00,7.08,0
SM4-A.2024-06-06 15:00:00,8.87,0,SM4-B.2024-06-06 15:00:00,8.81,0,SM4-C.2024-06-06 15:00:00,8.23,0,SM4-D.2024-06-06 15:00:00,7.02,0
SM4-A.2024-06-06 16:00:00,10.41,0,SM4-B.2024-06-06 16:00:00,9.5,0,SM4-C.2024-06-06 16:00:00,6.68,0,SM4-D.2024-06-06 16:00:00,7.65,0
SM4-A.2024-06-06 17:00:00,9.3,1,SM4-B.2024-06-06 17:00:00,9.18,0,SM4-C.2024-06-06 17:00:00,4.83,0,SM4-D.2024-06-06 17:00:00,9.28,0
SM4-A.2024-06-06 18:00:00,3.11,88,SM4-B.2024-06-06 18:00:00,4.5,65,SM4-C.2024-06-06 18:00:00,1.46,95,SM4-D.2024-06-06 18:00:00,5.96,69
SM4-A.2024-06-06 19:00:00,2.27,131,SM4-B.2024-06-06 19:00:00,2.28,126,SM4-C.2024-06-06 19:00:00,1.98,134,SM4-D.2024-06-06 19:00:00,4.9,52
SM4-A.2024-06-06 20:00:00,0.86,165,SM4-B.2024-06-06 20:00:00,0.9,145,SM4-C.2024-06-06 20:00:00,0.59,167,SM4-D.2024-06-06 20:00:00,2.74,93
SM4-A.2024-06-06 21:00:00,1.29,77,SM4-B.2024-06-06 21:00:00,1.29,147,SM4-C.2024-06-06 21:00:00,0.49,130,SM4-D.2024-06-06 21:00:00,2.82,44
SM4-A.2024-06-06 22:00:00,0.21,86,SM4-B.2024-06-06 22:00:00,0.24,146,SM4-C.2024-06-06 22:00:00,0.26,100,SM4-D.2024-06-06 22:00:00,0.89,31
SM4-A.2024-06-06 23:00:00,0.87,82,SM4-B.2024-06-06 23:00:00,0.77,153,SM4-C.2024-06-06 23:00:00,0.63,82,SM4-D.2024-06-06 23:00:00,2.72,49
SM4-A.2024-06-07,0.77,95,SM4-B.2024-06-07,0.99,148,SM4-C.2024-06-07,0.2,88,SM4-D.2024-06-07,1.31,44
SM4-A.2024-06-07 01:00:00,0.75,58,SM4-B.2024-06-07 01:00:00,1.15,115,SM4-C.2024-06-07 01:00:00,0.4,91,SM4-D.2024-06-07 01:00:00,2.13,53
SM4-A.2024-06-07 02:00:00,0.38,51,SM4-B.2024-06-07 02:00:00,0.39,117,SM4-C.2024-06-07 02:00:00,0.15,50,SM4-D.2024-06-07 02:00:00,1.19,36
SM4-A.2024-06-07 03:00:00,0.08,103,SM4-B.2024-06-07 03:00:00,0.31,126,SM4-C.2024-06-07 03:00:00,0.44,93,SM4-D.2024-06-07 03:00:00,1.88,33
SM4-A.2024-06-07 04:00:00,0.27,92,SM4-B.2024-06-07 04:00:00,0.53,198,SM4-C.2024-06-07 04:00:00,0.1,132,SM4-D.2024-06-07 04:00:00,2.89,47
SM4-A.2024-06-07 05:00:00,1.78,5,SM4-B.2024-06-07 05:00:00,2.5,5,SM4-C.2024-06-07 05:00:00,1.81,2,SM4-D.2024-06-07 05:00:00,3.28,2
SM4-A.2024-06-07 06:00:00,6.81,0,SM4-B.2024-06-07 06:00:00,6.96,0,SM4-C.2024-06-07 06:00:00,6.48,0,SM4-D.2024-06-07 06:00:00,6.23,0
SM4-A.2024-06-07 07:00:00,7.72,0,SM4-B.2024-06-07 07:00:00,7.63,0,SM4-C.2024-06-07 07:00:00,8.14,0,SM4-D.2024-06-07 07:00:00,6.58,0
SM4-A.2024-06-07 08:00:00,7.95,0,SM4-B.2024-06-07 08:00:00,8.54,0,SM4-C.2024-06-07 08:00:00,9.47,0,SM4-D.2024-06-07 08:00:00,7.35,0
SM4-A.2024-06-07 09:00:00,8,0,SM4-B.2024-06-07 09:00:00,8.33,0,SM4-C.2024-06-07 09:00:00,8.84,0,SM4-D.2024-06-07 09:00:00,7.64,0
SM4-A.2024-06-07 10:00:00,9.75,0,SM4-B.2024-06-07 10:00:00,9.38,0,SM4-C.2024-06-07 10:00:00,9.28,0,SM4-D.2024-06-07 10:00:00,8.78,0
SM4-A.2024-06-07 11:00:00,11.88,0,SM4-B.2024-06-07 11:00:00,11.56,0,SM4-C.2024-06-07 11:00:00,11.91,0,SM4-D.2024-06-07 11:00:00,10.02,0
SM4-A.2024-06-07 12:00:00,12.69,0,SM4-B.2024-06-07 12:00:00,12.45,0,SM4-C.2024-06-07 12:00:00,13.06,0,SM4-D.2024-06-07 12:00:00,10.69,0
SM4-A.2024-06-07 13:00:00,11.85,0,SM4-B.2024-06-07 13:00:00,11.89,0,SM4-C.2024-06-07 13:00:00,13.04,0,SM4-D.2024-06-07 13:00:00,9.79,0
SM4-A.2024-06-07 14:00:00,10.33,0,SM4-B.2024-06-07 14:00:00,10.62,0,SM4-C.2024-06-07 14:00:00,10.22,0,SM4-D.2024-06-07 14:00:00,9.09,0
SM4-A.2024-06-07 15:00:00,6.66,0,SM4-B.2024-06-07 15:00:00,6.98,0,SM4-C.2024-06-07 15:00:00,5.79,0,SM4-D.2024-06-07 15:00:00,7.24,0
SM4-A.2024-06-07 16:00:00,2.35,0,SM4-B.2024-06-07 16:00:00,2.71,0,SM4-C.2024-06-07 16:00:00,1.26,0,SM4-D.2024-06-07 16:00:00,2.28,0
SM4-A.2024-06-07 17:00:00,0.83,0,SM4-B.2024-06-07 17:00:00,1.65,0,SM4-C.2024-06-07 17:00:00,0.86,0,SM4-D.2024-06-07 17:00:00,4.04,0
SM4-A.2024-06-07 18:00:00,0.44,97,SM4-B.2024-06-07 18:00:00,0.51,94,SM4-C.2024-06-07 18:00:00,1.14,111,SM4-D.2024-06-07 18:00:00,1.96,50
SM4-A.2024-06-07 19:00:00,0.6,148,SM4-B.2024-06-07 19:00:00,1.32,151,SM4-C.2024-06-07 19:00:00,0.91,174,SM4-D.2024-06-07 19:00:00,1.79,101
SM4-A.2024-06-07 20:00:00,3.8,157,SM4-B.2024-06-07 20:00:00,4.74,119,SM4-C.2024-06-07 20:00:00,0.4,191,SM4-D.2024-06-07 20:00:00,3.92,63
SM4-A.2024-06-07 21:00:00,2.49,177,SM4-B.2024-06-07 21:00:00,2.07,127,SM4-C.2024-06-07 21:00:00,0.19,209,SM4-D.2024-06-07 21:00:00,2.34,68
SM4-A.2024-06-07 22:00:00,1.25,158,SM4-B.2024-06-07 22:00:00,0.85,157,SM4-C.2024-06-07 22:00:00,0.14,180,SM4-D.2024-06-07 22:00:00,0.57,86
SM4-A.2024-06-07 23:00:00,0.7,115,SM4-B.2024-06-07 23:00:00,0.39,169,SM4-C.2024-06-07 23:00:00,0.31,195,SM4-D.2024-06-07 23:00:00,2.26,75
SM4-A.2024-06-08,0.9,114,SM4-B.2024-06-08,0.52,130,SM4-C.2024-06-08,0.18,112,SM4-D.2024-06-08,0.57,62
SM4-A.2024-06-08 01:00:00,0.17,165,SM4-B.2024-06-08 01:00:00,0.06,84,SM4-C.2024-06-08 01:00:00,0.05,59,SM4-D.2024-06-08 01:00:00,0.32,39
SM4-A.2024-06-08 02:00:00,0.36,141,SM4-B.2024-06-08 02:00:00,0.08,113,SM4-C.2024-06-08 02:00:00,0.15,124,SM4-D.2024-06-08 02:00:00,0.18,46
SM4-A.2024-06-08 03:00:00,0.08,80,SM4-B.2024-06-08 03:00:00,0.16,130,SM4-C.2024-06-08 03:00:00,0.22,164,SM4-D.2024-06-08 03:00:00,0.94,34
SM4-A.2024-06-08 04:00:00,1.21,60,SM4-B.2024-06-08 04:00:00,0.91,177,SM4-C.2024-06-08 04:00:00,0.74,195,SM4-D.2024-06-08 04:00:00,1.78,34
SM4-A.2024-06-08 05:00:00,0.13,1,SM4-B.2024-06-08 05:00:00,0.78,4,SM4-C.2024-06-08 05:00:00,0.16,0,SM4-D.2024-06-08 05:00:00,1.54,1
SM4-A.2024-06-08 06:00:00,0.41,0,SM4-B.2024-06-08 06:00:00,0.63,0,SM4-C.2024-06-08 06:00:00,0.24,0,SM4-D.2024-06-08 06:00:00,1.02,0
SM4-A.2024-06-08 07:00:00,0.36,0,SM4-B.2024-06-08 07:00:00,1.05,0,SM4-C.2024-06-08 07:00:00,0.38,0,SM4-D.2024-06-08 07:00:00,2.11,0
SM4-A.2024-06-08 08:00:00,1.13,0,SM4-B.2024-06-08 08:00:00,1.27,0,SM4-C.2024-06-08 08:00:00,0.79,0,SM4-D.2024-06-08 08:00:00,3.18,0
SM4-A.2024-06-08 09:00:00,0.76,0,SM4-B.2024-06-08 09:00:00,0.99,0,SM4-C.2024-06-08 09:00:00,1.4,0,SM4-D.2024-06-08 09:00:00,2.09,0
SM4-A.2024-06-08 10:00:00,5.65,0,SM4-B.2024-06-08 10:00:00,5.99,0,SM4-C.2024-06-08 10:00:00,5.02,0,SM4-D.2024-06-08 10:00:00,5.73,0
SM4-A.2024-06-08 11:00:00,5.3,0,SM4-B.2024-06-08 11:00:00,5.81,0,SM4-C.2024-06-08 11:00:00,5.04,0,SM4-D.2024-06-08 11:00:00,5.35,0
SM4-A.2024-06-08 12:00:00,6.49,0,SM4-B.2024-06-08 12:00:00,6.84,0,SM4-C.2024-06-08 12:00:00,4.35,0,SM4-D.2024-06-08 12:00:00,5.36,0
SM4-A.2024-06-08 13:00:00,6.53,0,SM4-B.2024-06-08 13:00:00,7.07,0,SM4-C.2024-06-08 13:00:00,6.47,0,SM4-D.2024-06-08 13:00:00,5.86,0
SM4-A.2024-06-08 14:00:00,5.82,0,SM4-B.2024-06-08 14:00:00,3.66,0,SM4-C.2024-06-08 14:00:00,3.79,0,SM4-D.2024-06-08 14:00:00,2.91,0
SM4-A.2024-06-08 15:00:00,2.21,0,SM4-B.2024-06-08 15:00:00,3.27,0,SM4-C.2024-06-08 15:00:00,2.88,0,SM4-D.2024-06-08 15:00:00,4.07,0
SM4-A.2024-06-08 16:00:00,4.42,0,SM4-B.2024-06-08 16:00:00,4.61,0,SM4-C.2024-06-08 16:00:00,4.55,0,SM4-D.2024-06-08 16:00:00,4.37,0
SM4-A.2024-06-08 17:00:00,1.56,0,SM4-B.2024-06-08 17:00:00,1.59,0,SM4-C.2024-06-08 17:00:00,1.88,0,SM4-D.2024-06-08 17:00:00,1.07,0
SM4-A.2024-06-08 18:00:00,1.85,130,SM4-B.2024-06-08 18:00:00,1.74,64,SM4-C.2024-06-08 18:00:00,1.39,111,SM4-D.2024-06-08 18:00:00,1.97,83
SM4-A.2024-06-08 19:00:00,1.6,112,SM4-B.2024-06-08 19:00:00,1.38,127,SM4-C.2024-06-08 19:00:00,0.49,171,SM4-D.2024-06-08 19:00:00,1.3,125
SM4-A.2024-06-08 20:00:00,3.9,144,SM4-B.2024-06-08 20:00:00,4.23,98,SM4-C.2024-06-08 20:00:00,1.95,265,SM4-D.2024-06-08 20:00:00,4.86,32
SM4-A.2024-06-08 21:00:00,6.37,35,SM4-B.2024-06-08 21:00:00,7.3,17,SM4-C.2024-06-08 21:00:00,6.42,148,SM4-D.2024-06-08 21:00:00,6.91,12
SM4-A.2024-06-08 22:00:00,7.92,6,SM4-B.2024-06-08 22:00:00,7.47,17,SM4-C.2024-06-08 22:00:00,7.87,21,SM4-D.2024-06-08 22:00:00,8.35,4
SM4-A.2024-06-08 23:00:00,4.71,42,SM4-B.2024-06-08 23:00:00,4.53,24,SM4-C.2024-06-08 23:00:00,6.49,14,SM4-D.2024-06-08 23:00:00,6.39,9
SM4-A.2024-06-09,5.75,15,SM4-B.2024-06-09,7.58,6,SM4-C.2024-06-09,7.18,15,SM4-D.2024-06-09,7.5,4
