ST.Date.H,A_Win.speed,A_Occurrence,B_ST.Date.H,B_Win.speed,B_Occurrence,C_ST.Date.H,C_Win.speed,C_Occurrence,D_ST.Date.H,D_Win.speed,D_Occurrence
SM4-A.2024-05-28 09:00:00,9.27,0,SM4-B.2024-05-28 09:00:00,9.91,0,SM4-C.2024-05-28 09:00:00,10.61,0,SM4-D.2024-05-28 09:00:00,8.54,0
SM4-A.2024-05-28 10:00:00,11.43,0,SM4-B.2024-05-28 10:00:00,11.71,0,SM4-C.2024-05-28 10:00:00,12.03,0,SM4-D.2024-05-28 10:00:00,11.23,0
SM4-A.2024-05-28 11:00:00,12.75,0,SM4-B.2024-05-28 11:00:00,10.91,0,SM4-C.2024-05-28 11:00:00,13.31,0,SM4-D.2024-05-28 11:00:00,10.67,0
SM4-A.2024-05-28 12:00:00,9.82,0,SM4-B.2024-05-28 12:00:00,10.55,0,SM4-C.2024-05-28 12:00:00,11.75,0,SM4-D.2024-05-28 12:00:00,9.25,0
SM4-A.2024-05-28 13:00:00,11.6,0,SM4-B.2024-05-28 13:00:00,11.28,0,SM4-C.2024-05-28 13:00:00,10.05,0,SM4-D.2024-05-28 13:00:00,10.05,0
SM4-A.2024-05-28 14:00:00,12.64,0,SM4-B.2024-05-28 14:00:00,12.6,0,SM4-C.2024-05-28 14:00:00,12.82,0,SM4-D.2024-05-28 14:00:00,9.94,0
SM4-A.2024-05-28 15:00:00,10.69,0,SM4-B.2024-05-28 15:00:00,10.72,0,SM4-C.2024-05-28 15:00:00,12.05,0,SM4-D.2024-05-28 15:00:00,9.33,0
SM4-A.2024-05-28 16:00:00,9.31,0,SM4-B.2024-05-28 16:00:00,9.75,0,SM4-C.2024-05-28 16:00:00,9.05,0,SM4-D.2024-05-28 16:00:00,7.98,0
SM4-A.2024-05-28 17:00:00,6.76,0,SM4-B.2024-05-28 17:00:00,7.45,0,SM4-C.2024-05-28 17:00:00,3.39,0,SM4-D.2024-05-28 17:00:00,6.04,0
SM4-A.2024-05-28 18:00:00,5.13,85,SM4-B.2024-05-28 18:00:00,6.36,35,SM4-C.2024-05-28 18:00:00,2.85,174,SM4-D.2024-05-28 18:00:00,6.06,37
SM4-A.2024-05-28 19:00:00,5.67,73,SM4-B.2024-05-28 19:00:00,5.88,36,SM4-C.2024-05-28 19:00:00,3.21,167,SM4-D.2024-05-28 19:00:00,5.55,20
SM4-A.2024-05-28 20:00:00,5.4,34,SM4-B.2024-05-28 20:00:00,5.38,31,SM4-C.2024-05-28 20:00:00,0.67,153,SM4-D.2024-05-28 20:00:00,5.42,13
SM4-A.2024-05-28 21:00:00,5.44,11,SM4-B.2024-05-28 21:00:00,5.5,35,SM4-C.2024-05-28 21:00:00,0.71,137,SM4-D.2024-05-28 21:00:00,5,18
SM4-A.2024-05-28 22:00:00,5.44,8,SM4-B.2024-05-28 22:00:00,5.48,39,SM4-C.2024-05-28 22:00:00,0.4,104,SM4-D.2024-05-28 22:00:00,5.17,17
SM4-A.2024-05-28 23:00:00,5.32,10,SM4-B.2024-05-28 23:00:00,5.52,18,SM4-C.2024-05-28 23:00:00,0.63,112,SM4-D.2024-05-28 23:00:00,5.14,13
SM4-A.2024-05-29,2.7,38,SM4-B.2024-05-29,3.25,123,SM4-C.2024-05-29,0.3,63,SM4-D.2024-05-29,3.06,29
SM4-A.2024-05-29 01:00:00,4.56,25,SM4-B.2024-05-29 01:00:00,4.9,53,SM4-C.2024-05-29 01:00:00,0.8,118,SM4-D.2024-05-29 01:00:00,4.7,36
SM4-A.2024-05-29 02:00:00,3.49,46,SM4-B.2024-05-29 02:00:00,3.97,101,SM4-C.2024-05-29 02:00:00,0.33,41,SM4-D.2024-05-29 02:00:00,3.69,44
SM4-A.2024-05-29 03:00:00,5.02,124,SM4-B.2024-05-29 03:00:00,5.41,46,SM4-C.2024-05-29 03:00:00,0.5,45,SM4-D.2024-05-29 03:00:00,5.47,67
SM4-A.2024-05-29 04:00:00,4.9,15,SM4-B.2024-05-29 04:00:00,5.62,10,SM4-C.2024-05-29 04:00:00,0.48,70,SM4-D.2024-05-29 04:00:00,6.01,19
SM4-A.2024-05-29 05:00:00,5.5,0,SM4-B.2024-05-29 05:00:00,6.64,0,SM4-C.2024-05-29 05:00:00,0.46,1,SM4-D.2024-05-29 05:00:00,6.97,0
SM4-A.2024-05-29 06:00:00,4.59,0,SM4-B.2024-05-29 06:00:00,5.82,0,SM4-C.2024-05-29 06:00:00,0.37,0,SM4-D.2024-05-29 06:00:00,7.16,0
SM4-A.2024-05-29 07:00:00,5.2,0,SM4-B.2024-05-29 07:00:00,7.15,0,SM4-C.2024-05-29 07:00:00,0.55,0,SM4-D.2024-05-29 07:00:00,6.68,0
SM4-A.2024-05-29 08:00:00,5.76,0,SM4-B.2024-05-29 08:00:00,6.68,0,SM4-C.2024-05-29 08:00:00,3.15,0,SM4-D.2024-05-29 08:00:00,5.71,0
SM4-A.2024-05-29 09:00:00,6.38,0,SM4-B.2024-05-29 09:00:00,6.66,0,SM4-C.2024-05-29 09:00:00,6.7,0,SM4-D.2024-05-29 09:00:00,6.01,0
SM4-A.2024-05-29 10:00:00,8.53,0,SM4-B.2024-05-29 10:00:00,9.32,0,SM4-C.2024-05-29 10:00:00,8.96,0,SM4-D.2024-05-29 10:00:00,8.3,0
SM4-A.2024-05-29 11:00:00,10.32,0,SM4-B.2024-05-29 11:00:00,10.74,0,SM4-C.2024-05-29 11:00:00,10.29,0,SM4-D.2024-05-29 11:00:00,7.86,0
SM4-A.2024-05-29 12:00:00,8.7,0,SM4-B.2024-05-29 12:00:00,8.9,0,SM4-C.2024-05-29 12:00:00,8.6,0,SM4-D.2024-05-29 12:00:00,7.67,0
SM4-A.2024-05-29 13:00:00,4.64,0,SM4-B.2024-05-29 13:00:00,4.39,0,SM4-C.2024-05-29 13:00:00,4.2,0,SM4-D.2024-05-29 13:00:00,3.92,0
SM4-A.2024-05-29 14:00:00,3.88,0,SM4-B.2024-05-29 14:00:00,3.51,0,SM4-C.2024-05-29 14:00:00,4.53,0,SM4-D.2024-05-29 14:00:00,6.15,0
SM4-A.2024-05-29 15:00:00,2.24,0,SM4-B.2024-05-29 15:00:00,2.51,0,SM4-C.2024-05-29 15:00:00,1.96,0,SM4-D.2024-05-29 15:00:00,5.09,0
SM4-A.2024-05-29 16:00:00,0.15,0,SM4-B.2024-05-29 16:00:00,0.4,0,SM4-C.2024-05-29 16:00:00,0.63,0,SM4-D.2024-05-29 16:00:00,2.04,0
SM4-A.2024-05-29 17:00:00,0.28,0,SM4-B.2024-05-29 17:00:00,0.59,0,SM4-C.2024-05-29 17:00:00,0.47,0,SM4-D.2024-05-29 17:00:00,1.53,0
SM4-A.2024-05-29 18:00:00,0.54,161,SM4-B.2024-05-29 18:00:00,1.83,200,SM4-C.2024-05-29 18:00:00,0.32,128,SM4-D.2024-05-29 18:00:00,3.48,106
SM4-A.2024-05-29 19:00:00,0.43,207,SM4-B.2024-05-29 19:00:00,0.59,267,SM4-C.2024-05-29 19:00:00,0.85,249,SM4-D.2024-05-29 19:00:00,1.98,130
SM4-A.2024-05-29 20:00:00,0.22,139,SM4-B.2024-05-29 20:00:00,0.27,209,SM4-C.2024-05-29 20:00:00,0.21,163,SM4-D.2024-05-29 20:00:00,1.14,106
SM4-A.2024-05-29 21:00:00,0.57,175,SM4-B.2024-05-29 21:00:00,0.78,186,SM4-C.2024-05-29 21:00:00,0.34,84,SM4-D.2024-05-29 21:00:00,2.04,36
SM4-A.2024-05-29 22:00:00,0.12,91,SM4-B.2024-05-29 22:00:00,0.16,139,SM4-C.2024-05-29 22:00:00,0.19,80,SM4-D.2024-05-29 22:00:00,0.61,37
SM4-A.2024-05-29 23:00:00,0.29,73,SM4-B.2024-05-29 23:00:00,0.47,164,SM4-C.2024-05-29 23:00:00,0.26,57,SM4-D.2024-05-29 23:00:00,1.06,37
SM4-A.2024-05-30,2.48,97,SM4-B.2024-05-30,3.43,98,SM4-C.2024-05-30,3.27,53,SM4-D.2024-05-30,4.17,12
SM4-A.2024-05-30 01:00:00,4.89,57,SM4-B.2024-05-30 01:00:00,5.56,75,SM4-C.2024-05-30 01:00:00,5.56,62,SM4-D.2024-05-30 01:00:00,6.01,7
SM4-A.2024-05-30 02:00:00,7.46,2,SM4-B.2024-05-30 02:00:00,7.9,11,SM4-C.2024-05-30 02:00:00,9.66,6,SM4-D.2024-05-30 02:00:00,6.88,5
SM4-A.2024-05-30 03:00:00,6.37,3,SM4-B.2024-05-30 03:00:00,7.18,0,SM4-C.2024-05-30 03:00:00,8.91,3,SM4-D.2024-05-30 03:00:00,6.11,19
SM4-A.2024-05-30 04:00:00,3.58,38,SM4-B.2024-05-30 04:00:00,4.45,15,SM4-C.2024-05-30 04:00:00,5.21,15,SM4-D.2024-05-30 04:00:00,5.91,23
SM4-A.2024-05-30 05:00:00,2.57,0,SM4-B.2024-05-30 05:00:00,3.72,1,SM4-C.2024-05-30 05:00:00,1.58,4,SM4-D.2024-05-30 05:00:00,5.07,0
SM4-A.2024-05-30 06:00:00,4.88,0,SM4-B.2024-05-30 06:00:00,5.47,0,SM4-C.2024-05-30 06:00:00,3.78,0,SM4-D.2024-05-30 06:00:00,5.26,0
SM4-A.2024-05-30 07:00:00,5.29,0,SM4-B.2024-05-30 07:00:00,6.27,0,SM4-C.2024-05-30 07:00:00,3.99,0,SM4-D.2024-05-30 07:00:00,5.46,0
SM4-A.2024-05-30 08:00:00,6.31,0,SM4-B.2024-05-30 08:00:00,6.7,0,SM4-C.2024-05-30 08:00:00,6.91,0,SM4-D.2024-05-30 08:00:00,4.79,0
SM4-A.2024-05-30 09:00:00,6.66,0,SM4-B.2024-05-30 09:00:00,6.71,0,SM4-C.2024-05-30 09:00:00,6.95,0,SM4-D.2024-05-30 09:00:00,6.03,0
SM4-A.2024-05-30 10:00:00,6.56,0,SM4-B.2024-05-30 10:00:00,7.13,0,SM4-C.2024-05-30 10:00:00,6.63,0,SM4-D.2024-05-30 10:00:00,6.43,0
SM4-A.2024-05-30 11:00:00,7.36,0,SM4-B.2024-05-30 11:00:00,8.19,0,SM4-C.2024-05-30 11:00:00,7.69,0,SM4-D.2024-05-30 11:00:00,7.4,0
SM4-A.2024-05-30 12:00:00,10.12,0,SM4-B.2024-05-30 12:00:00,10.33,0,SM4-C.2024-05-30 12:00:00,11.09,0,SM4-D.2024-05-30 12:00:00,9.31,0
SM4-A.2024-05-30 13:00:00,9.83,0,SM4-B.2024-05-30 13:00:00,10.06,0,SM4-C.2024-05-30 13:00:00,11.49,0,SM4-D.2024-05-30 13:00:00,9.91,0
SM4-A.2024-05-30 14:00:00,11.24,0,SM4-B.2024-05-30 14:00:00,11.84,0,SM4-C.2024-05-30 14:00:00,13.75,0,SM4-D.2024-05-30 14:00:00,11.44,0
SM4-A.2024-05-30 15:00:00,13.94,0,SM4-B.2024-05-30 15:00:00,13.3,0,SM4-C.2024-05-30 15:00:00,13.4,0,SM4-D.2024-05-30 15:00:00,11.14,0
SM4-A.2024-05-30 16:00:00,10.35,0,SM4-B.2024-05-30 16:00:00,10.83,0,SM4-C.2024-05-30 16:00:00,11.57,0,SM4-D.2024-05-30 16:00:00,9.15,0
SM4-A.2024-05-30 17:00:00,9.1,0,SM4-B.2024-05-30 17:00:00,9.51,0,SM4-C.2024-05-30 17:00:00,10.28,0,SM4-D.2024-05-30 17:00:00,8.46,0
SM4-A.2024-05-30 18:00:00,8.48,25,SM4-B.2024-05-30 18:00:00,8.84,24,SM4-C.2024-05-30 18:00:00,9.79,19,SM4-D.2024-05-30 18:00:00,8.02,27
SM4-A.2024-05-30 19:00:00,9.67,44,SM4-B.2024-05-30 19:00:00,7.75,13,SM4-C.2024-05-30 19:00:00,9.9,12,SM4-D.2024-05-30 19:00:00,9.78,17
SM4-A.2024-05-30 20:00:00,6.59,33,SM4-B.2024-05-30 20:00:00,3.95,83,SM4-C.2024-05-30 20:00:00,7.13,31,SM4-D.2024-05-30 20:00:00,10.05,8
SM4-A.2024-05-30 21:00:00,6.97,5,SM4-B.2024-05-30 21:00:00,6.32,18,SM4-C.2024-05-30 21:00:00,7.55,15,SM4-D.2024-05-30 21:00:00,7.58,3
SM4-A.2024-05-30 22:00:00,6.45,9,SM4-B.2024-05-30 22:00:00,7.16,9,SM4-C.2024-05-30 22:00:00,7.06,1,SM4-D.2024-05-30 22:00:00,6.25,2
SM4-A.2024-05-30 23:00:00,5.48,16,SM4-B.2024-05-30 23:00:00,5.76,12,SM4-C.2024-05-30 23:00:00,5.75,11,SM4-D.2024-05-30 23:00:00,6.22,3
SM4-A.2024-05-31,7.26,7,SM4-B.2024-05-31,7.68,5,SM4-C.2024-05-31,8.85,27,SM4-D.2024-05-31,6.01,2
SM4-A.2024-05-31 01:00:00,6.14,3,SM4-B.2024-05-31 01:00:00,6.45,3,SM4-C.2024-05-31 01:00:00,7.27,7,SM4-D.2024-05-31 01:00:00,6.63,9
SM4-A.2024-05-31 02:00:00,6.98,7,SM4-B.2024-05-31 02:00:00,7.49,3,SM4-C.2024-05-31 02:00:00,8.11,10,SM4-D.2024-05-31 02:00:00,6.7,17
SM4-A.2024-05-31 03:00:00,7.77,4,SM4-B.2024-05-31 03:00:00,6.41,10,SM4-C.2024-05-31 03:00:00,9.11,1,SM4-D.2024-05-31 03:00:00,6.77,32
SM4-A.2024-05-31 04:00:00,6.99,10,SM4-B.2024-05-31 04:00:00,6.59,27,SM4-C.2024-05-31 04:00:00,8.66,4,SM4-D.2024-05-31 04:00:00,6.8,16
SM4-A.2024-05-31 05:00:00,7.23,2,SM4-B.2024-05-31 05:00:00,5.47,3,SM4-C.2024-05-31 05:00:00,8.73,0,SM4-D.2024-05-31 05:00:00,6.84,2
SM4-A.2024-05-31 06:00:00,5.98,0,SM4-B.2024-05-31 06:00:00,5.3,0,SM4-C.2024-05-31 06:00:00,7.94,0,SM4-D.2024-05-31 06:00:00,7.1,0
SM4-A.2024-05-31 07:00:00,4.16,0,SM4-B.2024-05-31 07:00:00,4.1,0,SM4-C.2024-05-31 07:00:00,5.76,0,SM4-D.2024-05-31 07:00:00,6.06,0
SM4-A.2024-05-31 08:00:00,5.9,0,SM4-B.2024-05-31 08:00:00,5.94,0,SM4-C.2024-05-31 08:00:00,6.69,0,SM4-D.2024-05-31 08:00:00,7.26,0
SM4-A.2024-05-31 09:00:00,7.9,0,SM4-B.2024-05-31 09:00:00,8.29,0,SM4-C.2024-05-31 09:00:00,8.46,0,SM4-D.2024-05-31 09:00:00,7.81,0
SM4-A.2024-05-31 10:00:00,9.78,0,SM4-B.2024-05-31 10:00:00,9.46,0,SM4-C.2024-05-31 10:00:00,8.62,0,SM4-D.2024-05-31 10:00:00,9.03,0
SM4-A.2024-05-31 11:00:00,11.02,0,SM4-B.2024-05-31 11:00:00,9.59,0,SM4-C.2024-05-31 11:00:00,10.93,0,SM4-D.2024-05-31 11:00:00,10.49,0
SM4-A.2024-05-31 12:00:00,12.72,0,SM4-B.2024-05-31 12:00:00,12.09,0,SM4-C.2024-05-31 12:00:00,12.77,0,SM4-D.2024-05-31 12:00:00,10.09,0
SM4-A.2024-05-31 13:00:00,12.41,0,SM4-B.2024-05-31 13:00:00,12.54,0,SM4-C.2024-05-31 13:00:00,12.88,0,SM4-D.2024-05-31 13:00:00,9.25,0
SM4-A.2024-05-31 14:00:00,13.02,0,SM4-B.2024-05-31 14:00:00,13.77,0,SM4-C.2024-05-31 14:00:00,13.75,0,SM4-D.2024-05-31 14:00:00,10.29,0
SM4-A.2024-05-31 15:00:00,12.74,0,SM4-B.2024-05-31 15:00:00,12.26,0,SM4-C.2024-05-31 15:00:00,12.91,0,SM4-D.2024-05-31 15:00:00,9.88,0
SM4-A.2024-05-31 16:00:00,9.95,0,SM4-B.2024-05-31 16:00:00,10.36,0,SM4-C.2024-05-31 16:00:00,11.92,0,SM4-D.2024-05-31 16:00:00,8.76,0
SM4-A.2024-05-31 17:00:00,7.02,0,SM4-B.2024-05-31 17:00:00,8.9,0,SM4-C.2024-05-31 17:00:00,10.83,0,SM4-D.2024-05-31 17:00:00,7.42,0
SM4-A.2024-05-31 18:00:00,6.15,58,SM4-B.2024-05-31 18:00:00,8.66,30,SM4-C.2024-05-31 18:00:00,11.4,23,SM4-D.2024-05-31 18:00:00,9.31,33
SM4-A.2024-05-31 19:00:00,5.28,97,SM4-B.2024-05-31 19:00:00,7.04,24,SM4-C.2024-05-31 19:00:00,10.15,9,SM4-D.2024-05-31 19:00:00,7.73,5
SM4-A.2024-05-31 20:00:00,4.1,118,SM4-B.2024-05-31 20:00:00,3.11,155,SM4-C.2024-05-31 20:00:00,4.9,25,SM4-D.2024-05-31 20:00:00,4.41,30
SM4-A.2024-05-31 21:00:00,3.78,58,SM4-B.2024-05-31 21:00:00,3.82,120,SM4-C.2024-05-31 21:00:00,5.27,26,SM4-D.2024-05-31 21:00:00,4.84,1
SM4-A.2024-05-31 22:00:00,6.2,12,SM4-B.2024-05-31 22:00:00,6.06,19,SM4-C.2024-05-31 22:00:00,6.96,4,SM4-D.2024-05-31 22:00:00,6.4,3
SM4-A.2024-05-31 23:00:00,6.45,2,SM4-B.2024-05-31 23:00:00,6.13,3,SM4-C.2024-05-31 23:00:00,6.24,2,SM4-D.2024-05-31 23:00:00,6.03,1
SM4-A.2024-06-01,6.03,5,SM4-B.2024-06-01,5.87,9,SM4-C.2024-06-01,6.26,2,SM4-D.2024-06-01,5.86,2
SM4-A.2024-06-01 01:00:00,4.75,11,SM4-B.2024-06-01 01:00:00,5.18,21,SM4-C.2024-06-01 01:00:00,5.18,7,SM4-D.2024-06-01 01:00:00,5.92,11
SM4-A.2024-06-01 02:00:00,5.71,5,SM4-B.2024-06-01 02:00:00,5.88,10,SM4-C.2024-06-01 02:00:00,5.91,20,SM4-D.2024-06-01 02:00:00,6.1,17
SM4-A.2024-06-01 03:00:00,3.35,8,SM4-B.2024-06-01 03:00:00,3.69,32,SM4-C.2024-06-01 03:00:00,3.83,3,SM4-D.2024-06-01 03:00:00,5.77,70
SM4-A.2024-06-01 04:00:00,4.26,36,SM4-B.2024-06-01 04:00:00,3.97,74,SM4-C.2024-06-01 04:00:00,5.06,12,SM4-D.2024-06-01 04:00:00,5.67,55
SM4-A.2024-06-01 05:00:00,4.22,4,SM4-B.2024-06-01 05:00:00,4.28,4,SM4-C.2024-06-01 05:00:00,5.68,0,SM4-D.2024-06-01 05:00:00,5.04,1
SM4-A.2024-06-01 06:00:00,3.57,0,SM4-B.2024-06-01 06:00:00,2.7,0,SM4-C.2024-06-01 06:00:00,3.58,0,SM4-D.2024-06-01 06:00:00,4.72,0
SM4-A.2024-06-01 07:00:00,3.7,0,SM4-B.2024-06-01 07:00:00,3.27,0,SM4-C.2024-06-01 07:00:00,4.19,0,SM4-D.2024-06-01 07:00:00,3.86,0
SM4-A.2024-06-01 08:00:00,3.88,0,SM4-B.2024-06-01 08:00:00,4.81,0,SM4-C.2024-06-01 08:00:00,4.88,0,SM4-D.2024-06-01 08:00:00,5.45,0
SM4-A.2024-06-01 09:00:00,7.18,0,SM4-B.2024-06-01 09:00:00,7.88,0,SM4-C.2024-06-01 09:00:00,8.03,0,SM4-D.2024-06-01 09:00:00,8.43,0
SM4-A.2024-06-01 10:00:00,9.59,0,SM4-B.2024-06-01 10:00:00,9.07,0,SM4-C.2024-06-01 10:00:00,9.03,0,SM4-D.2024-06-01 10:00:00,9.11,0
SM4-A.2024-06-01 11:00:00,9.9,0,SM4-B.2024-06-01 11:00:00,9.24,0,SM4-C.2024-06-01 11:00:00,9.78,0,SM4-D.2024-06-01 11:00:00,8.77,0
SM4-A.2024-06-01 12:00:00,10.11,0,SM4-B.2024-06-01 12:00:00,10,0,SM4-C.2024-06-01 12:00:00,10.91,0,SM4-D.2024-06-01 12:00:00,8.94,0
SM4-A.2024-06-01 13:00:00,10.4,0,SM4-B.2024-06-01 13:00:00,10.52,0,SM4-C.2024-06-01 13:00:00,10.22,0,SM4-D.2024-06-01 13:00:00,8.65,0
SM4-A.2024-06-01 14:00:00,11.6,0,SM4-B.2024-06-01 14:00:00,11.37,0,SM4-C.2024-06-01 14:00:00,10.91,0,SM4-D.2024-06-01 14:00:00,8.44,0
SM4-A.2024-06-01 15:00:00,10.58,0,SM4-B.2024-06-01 15:00:00,10.26,0,SM4-C.2024-06-01 15:00:00,9.91,0,SM4-D.2024-06-01 15:00:00,8.52,0
SM4-A.2024-06-01 16:00:00,10.29,0,SM4-B.2024-06-01 16:00:00,9.7,0,SM4-C.2024-06-01 16:00:00,8.82,0,SM4-D.2024-06-01 16:00:00,8.78,0
SM4-A.2024-06-01 17:00:00,9.03,0,SM4-B.2024-06-01 17:00:00,9.12,0,SM4-C.2024-06-01 17:00:00,9.37,0,SM4-D.2024-06-01 17:00:00,7.73,0
SM4-A.2024-06-01 18:00:00,8.94,14,SM4-B.2024-06-01 18:00:00,9.09,28,SM4-C.2024-06-01 18:00:00,9.38,14,SM4-D.2024-06-01 18:00:00,7.42,45
SM4-A.2024-06-01 19:00:00,8.26,24,SM4-B.2024-06-01 19:00:00,8.34,15,SM4-C.2024-06-01 19:00:00,8.18,19,SM4-D.2024-06-01 19:00:00,6.09,23
SM4-A.2024-06-01 20:00:00,7.32,7,SM4-B.2024-06-01 20:00:00,7.46,8,SM4-C.2024-06-01 20:00:00,7.9,9,SM4-D.2024-06-01 20:00:00,5.63,7
SM4-A.2024-06-01 21:00:00,5.81,6,SM4-B.2024-06-01 21:00:00,6.76,4,SM4-C.2024-06-01 21:00:00,8.1,5,SM4-D.2024-06-01 21:00:00,6.42,2
SM4-A.2024-06-01 22:00:00,4.81,18,SM4-B.2024-06-01 22:00:00,5.86,31,SM4-C.2024-06-01 22:00:00,6.87,2,SM4-D.2024-06-01 22:00:00,6.06,0
SM4-A.2024-06-01 23:00:00,3.77,33,SM4-B.2024-06-01 23:00:00,4.35,43,SM4-C.2024-06-01 23:00:00,5.55,10,SM4-D.2024-06-01 23:00:00,5.03,2
SM4-A.2024-06-02,4.77,17,SM4-B.2024-06-02,5.05,26,SM4-C.2024-06-02,5.38,16,SM4-D.2024-06-02,5.5,2
SM4-A.2024-06-02 01:00:00,4.85,6,SM4-B.2024-06-02 01:00:00,5.64,13,SM4-C.2024-06-02 01:00:00,6.63,4,SM4-D.2024-06-02 01:00:00,6.06,0
SM4-A.2024-06-02 02:00:00,3.76,9,SM4-B.2024-06-02 02:00:00,4.7,2,SM4-C.2024-06-02 02:00:00,5.29,1,SM4-D.2024-06-02 02:00:00,5.29,9
SM4-A.2024-06-02 03:00:00,2.09,47,SM4-B.2024-06-02 03:00:00,3.07,113,SM4-C.2024-06-02 03:00:00,1.52,70,SM4-D.2024-06-02 03:00:00,3.09,108
SM4-A.2024-06-02 04:00:00,2.33,101,SM4-B.2024-06-02 04:00:00,3.35,104,SM4-C.2024-06-02 04:00:00,0.65,121,SM4-D.2024-06-02 04:00:00,3.45,113
SM4-A.2024-06-02 05:00:00,1.19,5,SM4-B.2024-06-02 05:00:00,1.14,2,SM4-C.2024-06-02 05:00:00,0.85,1,SM4-D.2024-06-02 05:00:00,1.43,0
SM4-A.2024-06-02 06:00:00,0.31,0,SM4-B.2024-06-02 06:00:00,0.09,0,SM4-C.2024-06-02 06:00:00,0.32,0,SM4-D.2024-06-02 06:00:00,0.3,0
SM4-A.2024-06-02 07:00:00,0.31,0,SM4-B.2024-06-02 07:00:00,0.14,0,SM4-C.2024-06-02 07:00:00,0.08,0,SM4-D.2024-06-02 07:00:00,0.43,0
SM4-A.2024-06-02 08:00:00,0.96,0,SM4-B.2024-06-02 08:00:00,0.4,0,SM4-C.2024-06-02 08:00:00,1.02,0,SM4-D.2024-06-02 08:00:00,1.67,0
SM4-A.2024-06-02 09:00:00,2.77,0,SM4-B.2024-06-02 09:00:00,3.09,0,SM4-C.2024-06-02 09:00:00,2.93,0,SM4-D.2024-06-02 09:00:00,3.41,0
SM4-A.2024-06-02 10:00:00,4.94,0,SM4-B.2024-06-02 10:00:00,5.98,0,SM4-C.2024-06-02 10:00:00,3.58,0,SM4-D.2024-06-02 10:00:00,5.26,0
SM4-A.2024-06-02 11:00:00,4.46,0,SM4-B.2024-06-02 11:00:00,5.54,0,SM4-C.2024-06-02 11:00:00,3.15,0,SM4-D.2024-06-02 11:00:00,5.63,0
SM4-A.2024-06-02 12:00:00,4.54,0,SM4-B.2024-06-02 12:00:00,5.24,0,SM4-C.2024-06-02 12:00:00,3.59,0,SM4-D.2024-06-02 12:00:00,5.15,0
SM4-A.2024-06-02 13:00:00,5.22,0,SM4-B.2024-06-02 13:00:00,6.24,0,SM4-C.2024-06-02 13:00:00,4.16,0,SM4-D.2024-06-02 13:00:00,5.51,0
SM4-A.2024-06-02 14:00:00,4.98,0,SM4-B.2024-06-02 14:00:00,5.53,0,SM4-C.2024-06-02 14:00:00,3.89,0,SM4-D.2024-06-02 14:00:00,5.1,0
SM4-A.2024-06-02 15:00:00,6.09,0,SM4-B.2024-06-02 15:00:00,6.49,0,SM4-C.2024-06-02 15:00:00,6.06,0,SM4-D.2024-06-02 15:00:00,5.68,0
SM4-A.2024-06-02 16:00:00,6.12,0,SM4-B.2024-06-02 16:00:00,6.13,0,SM4-C.2024-06-02 16:00:00,5.71,0,SM4-D.2024-06-02 16:00:00,5,0
SM4-A.2024-06-02 17:00:00,4.27,0,SM4-B.2024-06-02 17:00:00,4.22,0,SM4-C.2024-06-02 17:00:00,4.09,0,SM4-D.2024-06-02 17:00:00,3.06,0
SM4-A.2024-06-02 18:00:00,3.47,47,SM4-B.2024-06-02 18:00:00,3.31,27,SM4-C.2024-06-02 18:00:00,1.91,66,SM4-D.2024-06-02 18:00:00,2.41,78
SM4-A.2024-06-02 19:00:00,2.28,127,SM4-B.2024-06-02 19:00:00,2.35,73,SM4-C.2024-06-02 19:00:00,0.73,130,SM4-D.2024-06-02 19:00:00,1.67,73
SM4-A.2024-06-02 20:00:00,2.83,63,SM4-B.2024-06-02 20:00:00,2.49,87,SM4-C.2024-06-02 20:00:00,2.02,69,SM4-D.2024-06-02 20:00:00,2.38,38
SM4-A.2024-06-02 21:00:00,1.71,48,SM4-B.2024-06-02 21:00:00,0.74,109,SM4-C.2024-06-02 21:00:00,0.91,37,SM4-D.2024-06-02 21:00:00,2.28,22
SM4-A.2024-06-02 22:00:00,0.89,29,SM4-B.2024-06-02 22:00:00,0.08,61,SM4-C.2024-06-02 22:00:00,0.46,25,SM4-D.2024-06-02 22:00:00,1.79,27
SM4-A.2024-06-02 23:00:00,0.14,30,SM4-B.2024-06-02 23:00:00,0.23,31,SM4-C.2024-06-02 23:00:00,0.64,30,SM4-D.2024-06-02 23:00:00,0.77,12
SM4-A.2024-06-03,0.14,20,SM4-B.2024-06-03,0.34,18,SM4-C.2024-06-03,0.43,22,SM4-D.2024-06-03,0.86,12
SM4-A.2024-06-03 01:00:00,1.96,8,SM4-B.2024-06-03 01:00:00,3.52,7,SM4-C.2024-06-03 01:00:00,1.59,37,SM4-D.2024-06-03 01:00:00,3.35,10
SM4-A.2024-06-03 02:00:00,3.9,29,SM4-B.2024-06-03 02:00:00,4.32,8,SM4-C.2024-06-03 02:00:00,2.1,23,SM4-D.2024-06-03 02:00:00,4.23,19
SM4-A.2024-06-03 03:00:00,2.41,47,SM4-B.2024-06-03 03:00:00,3.24,40,SM4-C.2024-06-03 03:00:00,0.84,58,SM4-D.2024-06-03 03:00:00,3.28,73
SM4-A.2024-06-03 04:00:00,0.89,90,SM4-B.2024-06-03 04:00:00,1.04,221,SM4-C.2024-06-03 04:00:00,0.29,79,SM4-D.2024-06-03 04:00:00,1.57,113
